title,price,mileage,fuel,hp,type,region,is_amg,color,age
mercedes-benz gle coupe 43 amg,82500,133954,gasoline,390.0,coupe,sofia,1,light gray,6
mercedes-benz gle coupe amg * premium plus * top*,84000,189000,diesel,258.0,coupe,sofia,1,dark gray,7
mercedes-benz gle coupe 350d 4matic,88200,95326,diesel,258.0,coupe,burgas,0,silver,7
mercedes-benz gle coupe 350* 4matic* full екстри,89900,67300,diesel,258.0,coupe,sofia,0,black,6
mercedes-benz gle coupe 55 000km 350d 4matic* amg*,94080,55000,diesel,258.0,coupe,pleven,1,light gray,7
mercedes-benz gle coupe 350d silvar star  n1,95000,53000,diesel,268.0,coupe,veliko tarnovo,0,silver,9
mercedes-benz gle coupe 45000km,96000,45000,diesel,258.0,coupe,burgas,0,metallic,7
mercedes-benz gle coupe 63s amg night package/ carbon/ alcantara full full,99000,142954,gasoline,585.0,coupe,blagoevgrad,1,black,9
mercedes-benz gle coupe silver star,89999,60100,diesel,268.0,coupe,gabrovo,0,black,7
mercedes-benz gle coupe amg panorama,115800,165000,diesel,286.0,coupe,plovdiv,1,white,4
mercedes-benz gle coupe,129000,91000,diesel,286.0,coupe,blagoevgrad,0,black,5
mercedes-benz gle coupe 350d 4matic amg line,132999,192000,diesel,272.0,coupe,sofia,1,gray,4
mercedes-benz gle coupe 350d 4matic amg line,114999,154800,diesel,271.0,coupe,sofia,1,black,5
mercedes-benz gle coupe 400d в гаранция,139800,159000,diesel,330.0,coupe,sofia,0,black,5
mercedes-benz gle coupe 400d coupe amg 22-цола burmester масаж обдухване,139990,190000,diesel,330.0,coupe,vratsa,1,blue,5
mercedes-benz gle coupe 53 amg 4matic+ eq boost exclusive night package,144999,109581,gasoline,435.0,coupe,sofia,1,gray,5
mercedes-benz gle coupe 350e 4matic plug in hybrid  коледна промоция!,166598,89000,plug-in hybrid,347.0,coupe,sofia,0,black,4
mercedes-benz gle coupe 53 amg* night* hud* massage* burmester* pano* 22,167000,65000,gasoline,435.0,coupe,sofia,1,black,5
mercedes-benz gle coupe 5.3 amg 4matik burmester multibeam light pano matt,206900,23000,gasoline,435.0,coupe,sofia,1,black,2
mercedes-benz gle coupe gle 63 s аmg керамика !!!карбон!!!,240000,43000,gasoline,612.0,coupe,shumen,0,white,3
